0	22	0
1	144	4
2	301	10
3	440	20
4	644	30
5	617	27
6	892	35
7	1094	42
8	1074	40
9	1130	48
10	1120	48
11	1094	47
12	1080	46
13	971	41
14	1182	45
15	1090	47
16	1083	46
17	1051	43
18	1231	50
19	1024	41
20	1001	41
21	1197	50
22	1029	42
23	1172	46
24	1235	49
25	1264	46
26	1254	48
27	1222	50
28	1411	54
29	1396	56
30	1315	50
31	1325	51
32	1095	42
33	1289	48
34	1180	47
35	1452	57
36	1331	49
37	1344	48
38	1395	52
39	1516	58
40	1393	51
41	1279	48
42	1211	45
43	1259	49
44	1446	55
45	1357	52
46	1085	47
47	1358	53
48	1324	51
49	1558	60
50	1456	55
51	1407	53
52	1492	56
53	1512	58
54	1581	59
55	1592	61
56	1700	63
57	1396	54
58	1248	48
59	1261	47
60	1547	60
