0	34	1
1	13	1
2	62	2
3	413	16
4	1234	49
5	1394	62
6	1293	59
7	1450	59
8	1447	59
9	1517	66
10	1709	71
11	1428	60
12	1590	68
13	1611	64
14	1741	69
15	1385	57
16	1676	67
17	1639	62
18	1628	65
19	1725	70
20	1648	64
21	1681	68
22	1613	64
23	1548	65
24	1599	64
25	1661	67
26	1689	67
27	1583	64
28	1688	67
29	1696	68
30	1736	71
31	1548	63
32	1694	67
33	1765	70
34	1623	67
35	1761	69
36	1584	64
37	1678	68
38	1773	68
39	1675	69
40	1675	67
41	1762	69
42	1598	66
43	1710	71
44	1644	68
45	1725	69
46	1831	73
47	1763	71
48	1673	69
49	1587	65
50	1595	63
51	1774	73
52	1660	67
53	1733	70
54	1553	63
55	1768	71
56	1714	70
57	1532	62
58	1720	67
59	1766	72
60	1774	69
