0	38	1
1	117	3
2	286	13
3	604	26
4	912	42
5	1295	55
6	1375	57
7	1489	64
8	1410	59
9	1452	59
10	1502	63
11	1516	64
12	1573	63
13	1701	72
14	1790	75
15	1643	70
16	1586	68
17	1684	70
18	1509	67
19	1577	69
20	1637	67
21	1610	69
22	1654	70
23	1711	69
24	1572	66
25	1485	64
26	1647	66
27	1395	62
28	1682	68
29	1640	69
30	1672	68
31	1615	67
32	1488	60
33	1623	68
34	1533	65
35	1536	62
36	1620	67
37	1573	67
38	1691	68
39	1717	67
40	1408	64
41	1782	71
42	1707	69
43	1452	62
44	1448	61
45	1633	68
46	1784	74
47	1607	65
48	1606	68
49	1594	66
50	1534	66
51	1717	69
52	1680	70
53	1693	70
54	1641	71
55	1528	64
56	1525	64
57	1584	68
58	1736	74
59	1680	72
60	1634	680	55	1
1	47	2
2	118	5
3	248	9
4	639	26
5	1033	45
6	1266	55
