0	6	0
1	20	0
2	27	0
3	53	0
4	14	0
5	49	0
6	31	0
7	54	0
8	64	0
9	44	0
10	58	0
11	51	0
12	62	0
13	127	1
14	91	1
15	97	1
16	115	1
17	104	1
18	167	1
19	67	1
20	258	3
21	171	3
22	122	2
23	171	2
24	196	4
25	102	3
26	187	1
27	135	1
28	226	2
29	143	2
30	101	1
31	138	1
32	93	1
33	255	3
34	471	9
35	1407	27
36	1642	30
37	1531	27
38	1457	27
39	1583	28
40	1615	28
41	1635	29
42	1666	28
43	1686	29
44	1720	30
45	1561	26
46	1515	25
47	1666	28
48	1666	29
49	1638	28
50	1551	29
51	1567	27
52	1586	28
53	1536	27
54	1624	30
55	1477	27
56	1468	28
57	1593	29
58	1556	26
59	1571	27
60	1624	28
